time_ns,iq_count,data_demod_idx,data_symbol,carrier_idx,state,num_ofdm_symbol,demod_out,demod_soft_bits,cons_i_delayed,cons_q_delayed,abs_cons_i,abs_cons_q,bits_raw,bits_delay1,bits_delay2,csi_addr,csi_llr
51115000,999,25,0,25,12,9,04,001c0,-785,-1103,785,1103,04,04,04,26,262144
51195000,1001,26,0,26,12,9,3c,3ffc0,-480,1096,480,1096,17,25,3c,30,262144
51205000,1001,27,0,27,12,9,25,381c7,-160,-800,160,800,0e,17,25,31,262144
51215000,1001,28,0,28,12,9,17,071ff,-473,-168,473,168,22,0e,17,32,260096
51225000,1002,29,0,29,12,9,0e,00ff8,-169,782,169,782,16,22,0e,33,258064
51235000,1002,30,0,30,12,9,22,38038,-169,782,169,782,2a,16,22,33,258064
51245000,1002,31,0,31,12,9,16,071f8,-161,-169,161,169,2a,2a,16,34,258064
51255000,1002,32,0,32,12,9,2a,38e38,-168,-800,168,800,12,2a,2a,35,262144
51275000,1003,33,0,33,12,9,12,07038,776,472,776,472,0a,22,12,37,262144
51285000,1003,34,0,34,12,9,22,38038,-483,-171,483,171,3d,0a,22,38,258064
51295000,1003,35,0,35,12,9,0a,00e38,-171,778,171,778,16,3d,0a,39,260104
51305000,1003,36,0,36,12,9,3d,3ffc7,158,-793,158,793,2a,16,3d,40,260112
51315000,1003,37,0,37,12,9,16,071f8,1095,156,1095,156,23,2a,16,41,262144
51325000,1004,38,0,38,12,9,2a,38e38,-168,464,168,464,19,23,2a,42,262144
51335000,1004,39,0,39,12,9,23,3803f,-792,-800,792,800,3a,19,23,43,262144
51345000,1004,40,0,40,12,9,19,07e07,-792,-800,792,800,24,3a,19,44,262144
51355000,1004,41,0,41,12,9,3a,3fe38,-488,784,488,784,24,24,3a,45,262144
51365000,1004,42,0,42,12,9,24,381c0,-472,-168,472,168,2e,24,24,46,262144
51375000,1005,43,0,43,12,9,24,381c0,-472,-168,472,168,16,2e,24,46,262144
51385000,1005,44,0,44,12,9,2e,38ff8,-800,1096,800,1096,16,16,2e,47,262144
51395000,1005,45,0,45,12,9,16,071f8,-803,-168,803,168,0c,16,16,48,260096
51415000,1005,46,0,46,12,9,0c,00fc0,-169,782,169,782,37,14,0c,50,258064
51425000,1006,47,0,47,12,9,14,071c0,782,1112,782,1112,2a,37,14,51,258064
51435000,1006,48,0,48,12,9,37,3f1ff,1092,1117,1092,1117,0d,2a,37,0,258064
51445000,1006,49,0,49,12,9,2a,38e38,1092,1117,1092,1117,09,0d,2a,0,258064
51455000,1006,50,0,50,12,9,0d,00fc7,1092,1117,1092,1117,09,09,0d,0,258064
51465000,1006,51,0,51,12,9,09,00e07,1092,1117,1092,1117,09,09,09,0,258064
54445000,1066,52,1,0,12,9,1f,07fff,-792,152,792,152,30,0d,1f,4,262144
54455000,1066,53,1,1,12,9,0d,00fc7,152,472,152,472,1c,30,0d,5,262144
54465000,1066,54,1,2,12,9,30,3f000,1104,-1112,1104,1112,3b,1c,30,6,262144
54475000,1067,55,1,3,12,9,1c,07fc0,1104,-1112,1104,1112,01,3b,1c,6,262144
54485000,1067,56,1,4,12,9,3b,3fe3f,-1104,-1104,1104,1104,01,01,3b,7,262144
54495000,1067,57,1,5,12,9,01,00007,-472,792,472,792,00,01,01,8,262144
54515000,1067,58,1,6,12,9,00,00000,151,-470,151,470,1c,2e,00,10,264192
54525000,1068,59,1,7,12,9,2e,38ff8,470,788,470,788,33,1c,2e,11,264192
54535000,1068,60,1,8,12,9,1c,07fc0,154,788,154,788,2f,33,1c,12,264200
54545000,1068,61,1,9,12,9,33,3f03f,-804,-1108,804,1108,2b,2f,33,13,262144
54555000,1068,62,1,10,12,9,2f,38fff,1104,472,1104,472,04,2b,2f,14,262144
54565000,1068,63,1,11,12,9,2b,38e3f,472,-160,472,160,39,04,2b,15,262144
54575000,1069,64,1,12,12,9,04,001c0,-473,1093,473,1093,17,39,04,16,264200
54585000,1069,65,1,13,12,9,39,3fe07,1099,-796,1099,796,0e,17,39,17,264192
54595000,1069,66,1,14,12,9,17,071ff,472,-480,472,480,21,0e,17,18,262144
54605000,1069,67,1,15,12,9,0e,00ff8,1104,-792,1104,792,37,21,0e,19,262144
54615000,1069,68,1,16,12,9,21,38007,1104,-792,1104,792,21,37,21,19,262144
54625000,1070,69,1,17,12,9,37,3f1ff,-160,-480,160,480,21,21,37,20,262144
54635000,1070,70,1,18,12,9,21,38007,-472,160,472,160,32,21,21,21,262144
54655000,1070,71,1,19,12,10,32,3f038,-792,784,792,784,0a,1e,32,23,262144
54665000,1070,72,1,20,12,10,1e,07ff8,-792,472,792,472,2c,0a,1e,24,262144
54675000,1071,73,1,21,12,10,0a,00e38,151,-1107,151,1107,3c,2c,0a,25,264192
54685000,1071,74,1,22,12,10,2c,38fc0,-785,-158,785,158,03,3c,2c,26,266256
54695000,1071,75,1,23,12,10,3c,3ffc0,-785,-158,785,158,14,03,3c,26,262144
54705000,1071,76,1,24,12,10,03,0003f,-785,-158,785,158,14,14,03,26,262144
54715000,1071,77,1,25,12,10,14,071c0,-785,-158,785,158,14,14,14,26,262144
54795000,1073,78,1,26,12,10,06,001f8,-792,1104,792,1104,0a,2d,06,30,262144
54805000,1073,79,1,27,12,10,2d,38fc7,-792,-792,792,792,0c,0a,2d,31,262144
54815000,1073,80,1,28,12,10,0a,00e38,-795,787,795,787,24,0c,0a,32,260096
54825000,1074,81,1,29,12,10,0c,00fc0,-483,-161,483,161,2c,24,0c,33,258064
54835000,1074,82,1,30,12,10,24,381c0,-483,-161,483,161,16,2c,24,33,258064
54845000,1074,83,1,31,12,10,2c,38fc0,-798,-798,798,798,16,16,2c,34,258064
54855000,1074,84,1,32,12,10,16,071f8,-1112,-1112,1112,1112,24,16,16,35,262144
54875000,1075,85,1,33,12,10,24,381c0,-480,-792,480,792,36,00,24,37,262144
54885000,1075,86,1,34,12,10,00,00000,1112,157,1112,157,26,36,00,38,258064
54895000,1075,87,1,35,12,10,36,3f1f8,-159,-169,159,169,19,26,36,39,260104
54905000,1075,88,1,36,12,10,26,381f8,-1120,465,1120,465,12,19,26,40,260112
54915000,1075,89,1,37,12,10,19,07e07,147,1096,147,1096,38,12,19,41,262144
54925000,1076,90,1,38,12,10,12,07038,-792,-792,792,792,0b,38,12,42,262144
54935000,1076,91,1,39,12,10,38,3fe00,-1112,152,1112,152,24,0b,38,43,262144
54945000,1076,92,1,40,12,10,0b,00e3f,792,-1112,792,1112,18,24,0b,44,262144
54955000,1076,93,1,41,12,10,24,381c0,-1112,-160,1112,160,05,18,24,45,262144
54965000,1076,94,1,42,12,10,18,07e00,792,472,792,472,10,05,18,46,262144
54975000,1077,95,1,43,12,10,05,001c7,792,472,792,472,3d,10,05,46,262144
54985000,1077,96,1,44,12,10,10,07000,784,-480,784,480,3d,3d,10,47,262144
54995000,1077,97,1,45,12,10,3d,3ffc7,-481,473,481,473,35,3d,3d,48,260096
55015000,1077,98,1,46,12,10,35,3f1c7,1104,153,1104,153,22,3e,35,50,258064
55025000,1078,99,1,47,12,10,3e,3fff8,-483,790,483,790,19,22,3e,51,258064
55035000,1078,100,1,48,12,10,22,38038,-156,-1121,156,1121,2e,19,22,0,258064
55045000,1078,101,1,49,12,10,19,07e07,-156,-1121,156,1121,02,2e,19,0,258064
55055000,1078,102,1,50,12,10,2e,38ff8,-156,-1121,156,1121,02,02,2e,0,258064
55065000,1078,103,1,51,12,10,02,00038,-156,-1121,156,1121,02,02,02,0,258064
58045000,1138,104,2,0,12,10,27,381ff,-472,1104,472,1104,06,2c,27,4,262144
58055000,1138,105,2,1,12,10,2c,38fc0,-160,152,160,152,0e,06,2c,5,262144
58065000,1138,106,2,2,12,10,06,001f8,-792,472,792,472,1a,0e,06,6,262144
58075000,1139,107,2,3,12,10,0e,00ff8,-792,472,792,472,3c,1a,0e,6,262144
58085000,1139,108,2,4,12,10,1a,07e38,472,784,472,784,3c,3c,1a,7,262144
58095000,1139,109,2,5,12,10,3c,3ffc0,1096,-168,1096,168,2f,3c,3c,8,262144
58115000,1139,110,2,6,12,10,2f,38fff,780,151,780,151,3e,11,2f,10,264192
58125000,1140,111,2,7,12,10,11,07007,-167,-1099,167,1099,1d,3e,11,11,264192
58135000,1140,112,2,8,12,10,3e,3fff8,-1118,-784,1118,784,02,1d,3e,12,264200
58145000,1140,113,2,9,12,10,1d,07fc7,1091,-1124,1091,1124,20,02,1d,13,262144
58155000,1140,114,2,10,12,10,02,00038,144,-488,144,488,01,20,02,14,262144
58165000,1140,115,2,11,12,10,20,38000,-480,472,480,472,33,01,20,15,262144
58175000,1141,116,2,12,12,10,01,00007,-809,-1104,809,1104,3e,33,01,16,264200
58185000,1141,117,2,13,12,10,33,3f03f,-1115,-167,1115,167,04,3e,33,17,264192
58195000,1141,118,2,14,12,10,3e,3fff8,-800,-160,800,160,10,04,3e,18,262144
58205000,1141,119,2,15,12,10,04,001c0,-480,-792,480,792,14,10,04,19,262144
58215000,1141,120,2,16,12,10,10,07000,-480,-792,480,792,26,14,10,19,262144
58225000,1142,121,2,17,12,10,14,071c0,-1112,-1112,1112,1112,26,26,14,20,262144
58235000,1142,122,2,18,12,10,26,381f8,792,1096,792,1096,00,26,26,21,262144
58255000,1142,123,2,19,12,11,00,00000,-480,-160,480,160,16,0d,00,23,262144
58265000,1142,124,2,20,12,11,0d,00fc7,776,-800,776,800,16,16,0d,24,262144
58275000,1143,125,2,21,12,11,16,071f8,-796,1099,796,1099,25,16,16,25,264192
58285000,1143,126,2,22,12,11,16,071f8,460,-793,460,793,0c,25,16,26,266256
58295000,1143,127,2,23,12,11,25,381c7,460,-793,460,793,27,0c,25,26,262144
58305000,1143,128,2,24,12,11,0c,00fc0,460,-793,460,793,27,27,0c,26,262144
58315000,1143,129,2,25,12,11,27,381ff,460,-793,460,793,27,27,27,26,262144
58395000,1145,130,2,26,12,11,32,3f038,792,152,792,152,27,06,32,30,262144
58405000,1145,131,2,27,12,11,06,001f8,-1104,1104,1104,1104,1d,27,06,31,262144
58415000,1145,132,2,28,12,11,27,381ff,-473,1108,473,1108,08,1d,27,32,260096
58425000,1146,133,2,29,12,11,1d,07fc7,-491,-483,491,483,0e,08,1d,33,258064
58435000,1146,134,2,30,12,11,08,00e00,-491,-483,491,483,36,0e,08,33,258064
58445000,1146,135,2,31,12,11,0e,00ff8,467,-806,467,806,36,36,0e,34,258064
58455000,1146,136,2,32,12,11,36,3f1f8,-1120,-160,1120,160,27,36,36,35,262144
58475000,1147,137,2,33,12,11,27,381ff,-488,-1112,488,1112,1b,10,27,37,262144
58485000,1147,138,2,34,12,11,10,07000,472,-1126,472,1126,06,1b,10,38,258064
58495000,1147,139,2,35,12,11,1b,07e3f,-170,465,170,465,07,06,1b,39,260104
58505000,1147,140,2,36,12,11,06,001f8,-1120,-490,1120,490,3a,07,06,40,260112
58515000,1147,141,2,37,12,11,07,001ff,-798,-483,798,483,30,3a,07,41,262144
58525000,1148,142,2,38,12,11,3a,3fe38,160,464,160,464,34,30,3a,42,262144
58535000,1148,143,2,39,12,11,30,3f000,144,-1120,144,1120,3b,34,30,43,262144
58545000,1148,144,2,40,12,11,34,3f1c0,-168,-1112,168,1112,03,3b,34,44,262144
58555000,1148,145,2,41,12,11,3b,3fe3f,-168,-472,168,472,02,03,3b,45,262144
58565000,1148,146,2,42,12,11,03,0003f,784,-480,784,480,32,02,03,46,262144
58575000,1149,147,2,43,12,11,02,00038,784,-480,784,480,35,32,02,46,262144
58585000,1149,148,2,44,12,11,32,3f038,1104,784,1104,784,35,35,32,47,262144
58595000,1149,149,2,45,12,11,35,3f1c7,-481,160,481,160,29,35,35,48,260096
58615000,1149,150,2,46,12,11,29,38e07,-806,475,806,475,29,1e,29,50,258064
58625000,1150,151,2,47,12,11,1e,07ff8,-177,-798,177,798,3c,29,1e,51,258064
58635000,1150,152,2,48,12,11,29,38e07,787,785,787,785,22,3c,29,0,258064
58645000,1150,153,2,49,12,11,3c,3ffc0,787,785,787,785,2d,22,3c,0,258064
58655000,1150,154,2,50,12,11,22,38038,787,785,787,785,2d,2d,22,0,258064
58665000,1150,155,2,51,12,11,2d,38fc7,787,785,787,785,2d,2d,2d,0,258064
61645000,1210,156,3,0,12,11,0f,00fff,472,-160,472,160,2b,32,0f,4,262144
61655000,1210,157,3,1,12,11,32,3f038,152,-1112,152,1112,17,2b,32,5,262144
61665000,1210,158,3,2,12,11,2b,38e3f,-160,-488,160,488,03,17,2b,6,262144
61675000,1211,159,3,3,12,11,17,071ff,-160,-488,160,488,32,03,17,6,262144
61685000,1211,160,3,4,12,11,03,0003f,160,-472,160,472,32,32,03,7,262144
61695000,1211,161,3,5,12,11,32,3f038,152,-160,152,160,33,32,32,8,262144
61715000,1211,162,3,6,12,11,33,3f03f,-796,143,796,143,37,13,33,10,264192
61725000,1212,163,3,7,12,11,13,0703f,-159,-796,159,796,1c,37,13,11,264192
61735000,1212,164,3,8,12,11,37,3f1ff,-482,-1113,482,1113,22,1c,37,12,264200
61745000,1212,165,3,9,12,11,1c,07fc0,-485,777,485,777,06,22,1c,13,262144
61755000,1212,166,3,10,12,11,22,38038,-1112,-1120,1112,1120,2e,06,22,14,262144
61765000,1212,167,3,11,12,11,06,001f8,152,-1112,152,1112,00,2e,06,15,262144
61775000,1213,168,3,12,12,11,2e,38ff8,-481,-803,481,803,03,00,2e,16,264200
61785000,1213,169,3,13,12,11,00,00000,-167,143,167,143,26,03,00,17,264192
61795000,1213,170,3,14,12,11,03,0003f,-168,144,168,144,1a,26,03,18,262144
61805000,1213,171,3,15,12,11,26,381f8,464,472,464,472,1a,1a,26,19,262144
61815000,1213,172,3,16,12,11,1a,07e38,464,472,464,472,3f,1a,1a,19,262144
61825000,1214,173,3,17,12,11,1a,07e38,144,152,144,152,3f,3f,1a,20,262144
61835000,1214,174,3,18,12,11,3f,3ffff,464,784,464,784,1b,3f,3f,21,262144
61855000,1214,175,3,19,12,12,1b,07e3f,-1112,-1112,1112,1112,39,2f,1b,23,262144
61865000,1214,176,3,20,12,12,2f,38fff,-160,-800,160,800,00,39,2f,24,262144
61875000,1215,177,3,21,12,12,39,3fe07,-167,-478,167,478,22,00,39,25,264192
61885000,1215,178,3,22,12,12,00,00000,150,-785,150,785,32,22,00,26,266256
61895000,1215,179,3,23,12,12,22,38038,150,-785,150,785,23,32,22,26,262144
61905000,1215,180,3,24,12,12,32,3f038,150,-785,150,785,23,23,32,26,262144
61915000,1215,181,3,25,12,12,23,3803f,150,-785,150,785,23,23,23,26,262144
61995000,1217,182,3,26,12,12,20,38000,-160,-480,160,480,2c,26,20,30,262144
62005000,1217,183,3,27,12,12,26,381f8,-160,-1112,160,1112,32,2c,26,31,262144
62015000,1217,184,3,28,12,12,2c,38fc0,-168,465,168,465,02,32,2c,32,260096
62025000,1218,185,3,29,12,12,32,3f038,-169,467,169,467,3a,02,32,33,258064
62035000,1218,186,3,30,12,12,02,00038,-169,467,169,467,3a,3a,02,33,258064
62045000,1218,187,3,31,12,12,3a,3fe38,-798,-806,798,806,3a,3a,3a,34,258064
62055000,1218,188,3,32,12,12,3a,3fe38,-488,464,488,464,24,3a,3a,35,262144
62075000,1219,189,3,33,12,12,24,381c0,-176,776,176,776,3d,3e,24,37,262144
62085000,1219,190,3,34,12,12,3e,3fff8,-494,780,494,780,2a,3d,3e,38,258064
62095000,1219,191,3,35,12,12,3d,3ffc7,-793,-493,793,493,2e,2a,3d,39,260104
62105000,1219,192,3,36,12,12,2a,38e38,-788,-817,788,817,34,2e,2a,40,260112
62115000,1219,193,3,37,12,12,2e,38ff8,-159,-168,159,168,24,34,2e,41,262144
62125000,1220,194,3,38,12,12,34,3f1c0,792,-1112,792,1112,12,24,34,42,262144
62135000,1220,195,3,39,12,12,24,381c0,-1120,464,1120,464,05,12,24,43,262144
62145000,1220,196,3,40,12,12,12,07038,-800,1096,800,1096,38,05,12,44,262144
62155000,1220,197,3,41,12,12,05,001c7,-480,-480,480,480,0c,38,05,45,262144
62165000,1220,198,3,42,12,12,38,3fe00,472,-1104,472,1104,36,0c,38,46,262144
62175000,1221,199,3,43,12,12,0c,00fc0,472,-1104,472,1104,07,36,0c,46,262144
62185000,1221,200,3,44,12,12,36,3f1f8,464,160,464,160,07,07,36,47,262144
62195000,1221,201,3,45,12,12,07,001ff,473,-795,473,795,1f,07,07,48,260096
62215000,1221,202,3,46,12,12,1f,07fff,-169,782,169,782,15,27,1f,50,258064
62225000,1222,203,3,47,12,12,27,381ff,475,-798,475,798,2a,15,27,51,258064
62235000,1222,204,3,48,12,12,15,071c7,143,476,143,476,27,2a,15,0,258064
62245000,1222,205,3,49,12,12,2a,38e38,143,476,143,476,3b,27,2a,0,258064
62255000,1222,206,3,50,12,12,27,381ff,143,476,143,476,3b,3b,27,0,258064
62265000,1222,207,3,51,12,12,3b,3fe3f,143,476,143,476,3b,3b,3b,0,258064
