time_ns,iq_count,data_demod_idx,data_symbol,carrier_idx,state,num_ofdm_symbol,demod_out,demod_soft_bits,cons_i_delayed,cons_q_delayed,abs_cons_i,abs_cons_q,bits_raw,bits_delay1,bits_delay2,csi_addr,csi_llr
54635000,1070,70,1,18,12,9,32,3f038,472,144,472,144,3e,32,32,21,262144
54655000,1070,71,1,19,12,10,3e,3fff8,-1112,1104,1112,1104,05,1f,3e,23,262144
54665000,1070,72,1,20,12,10,1f,07fff,152,1096,152,1096,08,05,1f,24,262144
54675000,1071,73,1,21,12,10,05,001c7,780,462,780,462,0b,08,05,25,264192
54685000,1071,74,1,22,12,10,08,00e00,-484,-468,484,468,3d,0b,08,26,266256
54695000,1071,75,1,23,12,10,0b,00e3f,-484,-468,484,468,36,3d,0b,26,262144
54705000,1071,76,1,24,12,10,3d,3ffc7,-484,-468,484,468,36,36,3d,26,262144
54715000,1071,77,1,25,12,10,36,3f1f8,-484,-468,484,468,36,36,36,26,262144
54795000,1073,78,1,26,12,10,06,001f8,-1112,-1112,1112,1112,3d,01,06,30,262144
54805000,1073,79,1,27,12,10,01,00007,-480,-792,480,792,00,3d,01,31,262144
54815000,1073,80,1,28,12,10,3d,3ffc7,473,1100,473,1100,26,00,3d,32,260096
54825000,1074,81,1,29,12,10,00,00000,145,-1120,145,1120,0f,26,00,33,258064
54835000,1074,82,1,30,12,10,26,381f8,145,-1120,145,1120,03,0f,26,33,258064
54845000,1074,83,1,31,12,10,0f,00fff,-169,-161,169,161,03,03,0f,34,258064
54855000,1074,84,1,32,12,10,03,0003f,-808,-1104,808,1104,12,03,03,35,262144
54875000,1075,85,1,33,12,10,12,07038,776,-488,776,488,16,04,12,37,262144
54885000,1075,86,1,34,12,10,04,001c0,147,-491,147,491,35,16,04,38,258064
54895000,1075,87,1,35,12,10,16,071f8,-486,-805,486,805,33,35,16,39,260104
54905000,1075,88,1,36,12,10,35,3f1c7,1104,474,1104,474,26,33,35,40,260112
54915000,1075,89,1,37,12,10,33,3f03f,1099,1100,1099,1100,39,26,33,41,262144
54925000,1076,90,1,38,12,10,26,381f8,1104,1096,1104,1096,09,39,26,42,262144
54935000,1076,91,1,39,12,10,39,3fe07,-168,-1112,168,1112,09,09,39,43,262144
54945000,1076,92,1,40,12,10,09,00e07,-800,-160,800,160,02,09,09,44,262144
54955000,1076,93,1,41,12,10,09,00e07,-168,-1112,168,1112,14,02,09,45,262144
54965000,1076,94,1,42,12,10,02,00038,792,152,792,152,02,14,02,46,262144
54975000,1077,95,1,43,12,10,14,071c0,792,152,792,152,1d,02,14,46,262144
54985000,1077,96,1,44,12,10,02,00038,-800,-792,800,792,1d,1d,02,47,262144
54995000,1077,97,1,45,12,10,1d,07fc7,1108,465,1108,465,24,1d,1d,48,260096
55015000,1077,98,1,46,12,10,24,381c0,1112,1104,1112,1104,25,39,24,50,258064
55025000,1078,99,1,47,12,10,39,3fe07,782,-1128,782,1128,09,25,39,51,258064
55035000,1078,100,1,48,12,10,25,381c7,467,146,467,146,05,09,25,0,258064
55045000,1078,101,1,49,12,10,09,00e07,467,146,467,146,1f,05,09,0,258064
55055000,1078,102,1,50,12,10,05,001c7,467,146,467,146,1f,1f,05,0,258064
55065000,1078,103,1,51,12,10,1f,07fff,467,146,467,146,1f,1f,1f,0,258064
58045000,1138,104,2,0,12,10,09,00e07,-472,472,472,472,33,02,09,4,262144
58055000,1138,105,2,1,12,10,02,00038,792,776,792,776,3e,33,02,5,262144
58065000,1138,106,2,2,12,10,33,3f03f,792,1096,792,1096,2d,3e,33,6,262144
58075000,1139,107,2,3,12,10,3e,3fff8,792,1096,792,1096,0d,2d,3e,6,262144
58085000,1139,108,2,4,12,10,2d,38fc7,784,-1112,784,1112,0d,0d,2d,7,262144
58095000,1139,109,2,5,12,10,0d,00fc7,472,152,472,152,05,0d,0d,8,262144
58115000,1139,110,2,6,12,10,05,001c7,470,143,470,143,3c,1f,05,10,264192
58125000,1140,111,2,7,12,10,1f,07fff,462,-796,462,796,1f,3c,1f,11,264192
58135000,1140,112,2,8,12,10,3c,3ffc0,139,-1116,139,1116,27,1f,3c,12,264200
58145000,1140,113,2,9,12,10,1f,07fff,-1111,156,1111,156,03,27,1f,13,262144
58155000,1140,114,2,10,12,10,27,381ff,1104,144,1104,144,18,03,27,14,262144
58165000,1140,115,2,11,12,10,03,0003f,472,464,472,464,19,18,03,15,262144
58175000,1141,116,2,12,12,10,18,07e00,-1107,155,1107,155,3f,19,18,16,264200
58185000,1141,117,2,13,12,10,19,07e07,772,-1115,772,1115,18,3f,19,17,264192
58195000,1141,118,2,14,12,10,3f,3ffff,-160,784,160,784,05,18,3f,18,262144
58205000,1141,119,2,15,12,10,18,07e00,1096,-1120,1096,1120,2a,05,18,19,262144
58215000,1141,120,2,16,12,10,05,001c7,1096,-1120,1096,1120,01,2a,05,19,262144
58225000,1142,121,2,17,12,10,2a,38e38,464,-1120,464,1120,01,01,2a,20,262144
58235000,1142,122,2,18,12,10,01,00007,784,1096,784,1096,07,01,01,21,262144
58255000,1142,123,2,19,12,11,07,001ff,144,-800,144,800,1b,0d,07,23,262144
58265000,1142,124,2,20,12,11,0d,00fc7,-800,-480,800,480,23,1b,0d,24,262144
58275000,1143,125,2,21,12,11,1b,07e3f,462,1091,462,1091,34,23,1b,25,264192
58285000,1143,126,2,22,12,11,23,3803f,-1111,-785,1111,785,0f,34,23,26,266256
58295000,1143,127,2,23,12,11,34,3f1c0,-1111,-785,1111,785,20,0f,34,26,262144
58305000,1143,128,2,24,12,11,0f,00fff,-1111,-785,1111,785,20,20,0f,26,262144
58315000,1143,129,2,25,12,11,20,38000,-1111,-785,1111,785,20,20,20,26,262144
58395000,1145,130,2,26,12,11,0c,00fc0,-800,-480,800,480,29,1e,0c,30,262144
58405000,1145,131,2,27,12,11,1e,07ff8,792,464,792,464,34,29,1e,31,262144
58415000,1145,132,2,28,12,11,29,38e07,-168,-160,168,160,3d,34,29,32,260096
58425000,1146,133,2,29,12,11,34,3f1c0,-1120,798,1120,798,12,3d,34,33,258064
58435000,1146,134,2,30,12,11,3d,3ffc7,-1120,798,1120,798,28,12,3d,33,258064
58445000,1146,135,2,31,12,11,12,07038,1112,1104,1112,1104,28,28,12,34,258064
58455000,1146,136,2,32,12,11,28,38e00,-168,-160,168,160,09,28,28,35,262144
58475000,1147,137,2,33,12,11,09,00e07,-488,-160,488,160,11,12,09,37,262144
58485000,1147,138,2,34,12,11,12,07038,-801,786,801,786,16,11,12,38,258064
58495000,1147,139,2,35,12,11,11,07007,-485,-1118,485,1118,2c,16,11,39,260104
58505000,1147,140,2,36,12,11,16,071f8,1104,474,1104,474,06,2c,16,40,260112
58515000,1147,141,2,37,12,11,2c,38fc0,-475,-1113,475,1113,39,06,2c,41,262144
58525000,1148,142,2,38,12,11,06,001f8,-800,-160,800,160,06,39,06,42,262144
58535000,1148,143,2,39,12,11,39,3fe07,-168,-480,168,480,14,06,39,43,262144
58545000,1148,144,2,40,12,11,06,001f8,-1112,-160,1112,160,32,14,06,44,262144
58555000,1148,145,2,41,12,11,14,071c0,472,144,472,144,10,32,14,45,262144
58565000,1148,146,2,42,12,11,32,3f038,-1104,792,1104,792,1f,10,32,46,262144
58575000,1149,147,2,43,12,11,10,07000,-1104,792,1104,792,28,1f,10,46,262144
58585000,1149,148,2,44,12,11,1f,07fff,1096,-488,1096,488,28,28,1f,47,262144
58595000,1149,149,2,45,12,11,28,38e00,-795,473,795,473,31,28,28,48,260096
58615000,1149,150,2,46,12,11,31,3f007,-491,-1120,491,1120,18,3c,31,50,258064
58625000,1150,151,2,47,12,11,3c,3ffc0,-806,-161,806,161,06,18,3c,51,258064
58635000,1150,152,2,48,12,11,18,07e00,-166,-798,166,798,14,06,18,0,258064
58645000,1150,153,2,49,12,11,06,001f8,-166,-798,166,798,22,14,06,0,258064
58655000,1150,154,2,50,12,11,14,071c0,-166,-798,166,798,22,22,14,0,258064
58665000,1150,155,2,51,12,11,22,38038,-166,-798,166,798,22,22,22,0,258064
61645000,1210,156,3,0,12,11,24,381c0,160,784,160,784,3f,3c,24,4,262144
61655000,1210,157,3,1,12,11,3c,3ffc0,-792,-1112,792,1112,2b,3f,3c,5,262144
61665000,1210,158,3,2,12,11,3f,3ffff,-160,-792,160,792,04,2b,3f,6,262144
61675000,1211,159,3,3,12,11,2b,38e3f,-160,-792,160,792,22,04,2b,6,262144
61685000,1211,160,3,4,12,11,04,001c0,472,472,472,472,22,22,04,7,262144
61695000,1211,161,3,5,12,11,22,38038,152,-1104,152,1104,3f,22,22,8,262144
61715000,1211,162,3,6,12,11,3f,3ffff,1099,-470,1099,470,35,03,3f,10,264192
61725000,1212,163,3,7,12,11,03,0003f,151,788,151,788,31,35,03,11,264192
61735000,1212,164,3,8,12,11,35,3f1c7,781,148,781,148,2b,31,35,12,264200
61745000,1212,165,3,9,12,11,31,3f007,1094,-484,1094,484,1d,2b,31,13,262144
61755000,1212,166,3,10,12,11,2b,38e3f,152,-1112,152,1112,31,1d,2b,14,262144
61765000,1212,167,3,11,12,11,1d,07fc7,1104,472,1104,472,03,31,1d,15,262144
61775000,1213,168,3,12,12,11,31,3f007,-796,154,796,154,39,03,31,16,264200
61785000,1213,169,3,13,12,11,03,0003f,470,-1107,470,1107,1c,39,03,17,264192
61795000,1213,170,3,14,12,11,39,3fe07,-480,1104,480,1104,07,1c,39,18,262144
61805000,1213,171,3,15,12,11,1c,07fc0,1104,-160,1104,160,0e,07,1c,19,262144
61815000,1213,172,3,16,12,11,07,001ff,1104,-160,1104,160,11,0e,07,19,262144
61825000,1214,173,3,17,12,11,0e,00ff8,-160,784,160,784,11,11,0e,20,262144
61835000,1214,174,3,18,12,11,11,07007,472,152,472,152,2a,11,11,21,262144
61855000,1214,175,3,19,12,12,2a,38e38,1104,-792,1104,792,22,1f,2a,23,262144
61865000,1214,176,3,20,12,12,1f,07fff,-792,472,792,472,21,22,1f,24,262144
61875000,1215,177,3,21,12,12,22,38038,780,-159,780,159,3c,21,22,25,264192
61885000,1215,178,3,22,12,12,21,38007,-1103,785,1103,785,15,3c,21,26,266256
61895000,1215,179,3,23,12,12,3c,3ffc0,-1103,785,1103,785,28,15,3c,26,262144
61905000,1215,180,3,24,12,12,15,071c7,-1103,785,1103,785,28,28,15,26,262144
61915000,1215,181,3,25,12,12,28,38e00,-1103,785,1103,785,28,28,28,26,262144
61995000,1217,182,3,26,12,12,24,381c0,472,472,472,472,0a,13,24,30,262144
62005000,1217,183,3,27,12,12,13,0703f,-160,-792,160,792,3f,0a,13,31,262144
62015000,1217,184,3,28,12,12,0a,00e38,-473,-160,473,160,22,3f,0a,32,260096
62025000,1218,185,3,29,12,12,3f,3ffff,-1112,1112,1112,1112,16,22,3f,33,258064
62035000,1218,186,3,30,12,12,22,38038,-1112,1112,1112,1112,08,16,22,33,258064
62045000,1218,187,3,31,12,12,16,071f8,-483,1112,483,1112,08,08,16,34,258064
62055000,1218,188,3,32,12,12,08,00e00,-792,-472,792,472,0e,08,08,35,262144
62075000,1219,189,3,33,12,12,0e,00ff8,152,472,152,472,11,34,0e,37,262144
62085000,1219,190,3,34,12,12,34,3f1c0,-479,-1122,479,1122,3b,11,34,38,258064
62095000,1219,191,3,35,12,12,11,07007,-484,785,484,785,06,3b,11,39,260104
62105000,1219,192,3,36,12,12,3b,3fe3f,161,-1115,161,1115,2e,06,3b,40,260112
62115000,1219,193,3,37,12,12,06,001f8,-790,-483,790,483,03,2e,06,41,262144
62125000,1220,194,3,38,12,12,2e,38ff8,1104,-792,1104,792,34,03,2e,42,262144
62135000,1220,195,3,39,12,12,03,0003f,792,784,792,784,21,34,03,43,262144
62145000,1220,196,3,40,12,12,34,3f1c0,-480,1104,480,1104,2d,21,34,44,262144
62155000,1220,197,3,41,12,12,21,38007,792,160,792,160,0e,2d,21,45,262144
62165000,1220,198,3,42,12,12,2d,38fc7,792,1104,792,1104,1d,0e,2d,46,262144
62175000,1221,199,3,43,12,12,0e,00ff8,792,1104,792,1104,0d,1d,0e,46,262144
62185000,1221,200,3,44,12,12,1d,07fc7,784,160,784,160,0d,0d,1d,47,262144
62195000,1221,201,3,45,12,12,0d,00fc7,1108,1108,1108,1108,1d,0d,0d,48,260096
62215000,1221,202,3,46,12,12,1d,07fc7,1112,-161,1112,161,38,09,1d,50,258064
62225000,1222,203,3,47,12,12,09,00e07,-483,153,483,153,11,38,09,51,258064
62235000,1222,204,3,48,12,12,38,3fe00,463,1114,463,1114,1e,11,38,0,258064
62245000,1222,205,3,49,12,12,11,07007,463,1114,463,1114,0f,1e,11,0,258064
62255000,1222,206,3,50,12,12,1e,07ff8,463,1114,463,1114,0f,0f,1e,0,258064
62265000,1222,207,3,51,12,12,0f,00fff,463,1114,463,1114,0f,0f,0f,0,258064
65245000,1282,208,4,0,12,12,18,07e00,-792,1104,792,1104,33,31,18,4,262144
65255000,1282,209,4,1,12,12,31,3f007,1104,152,1104,152,0c,33,31,5,262144
65265000,1282,210,4,2,12,12,33,3f03f,1104,784,1104,784,19,0c,33,6,262144
65275000,1283,211,4,3,12,12,0c,00fc0,1104,784,1104,784,29,19,0c,6,262144
65285000,1283,212,4,4,12,12,19,07e07,472,160,472,160,29,29,19,7,262144
65295000,1283,213,4,5,12,12,29,38e07,-1112,472,1112,472,1f,29,29,8,262144
65315000,1283,214,4,6,12,12,1f,07fff,-478,-1099,478,1099,1c,38,1f,10,264192
65325000,1284,215,4,7,12,12,38,3fe00,470,788,470,788,06,1c,38,11,264192
65335000,1284,216,4,8,12,12,1c,07fc0,462,157,462,157,2f,06,1c,12,264200
65345000,1284,217,4,9,12,12,06,001f8,1097,467,1097,467,1f,2f,06,13,262144
65355000,1284,218,4,10,12,12,2f,38fff,464,1104,464,1104,39,1f,2f,14,262144
65365000,1284,219,4,11,12,12,1f,07fff,-792,-1112,792,1112,0f,39,1f,15,262144
65375000,1285,220,4,12,12,12,39,3fe07,-479,-476,479,476,04,0f,39,16,264200
65385000,1285,221,4,13,12,12,0f,00fff,-478,151,478,151,36,04,0f,17,264192
65395000,1285,222,4,14,12,12,04,001c0,792,-792,792,792,1e,36,04,18,262144
65405000,1285,223,4,15,12,12,36,3f1f8,1104,-480,1104,480,25,1e,36,19,262144
65415000,1285,224,4,16,12,12,1e,07ff8,1104,-480,1104,480,31,25,1e,19,262144
65425000,1286,225,4,17,12,12,25,381c7,-792,-1112,792,1112,31,31,25,20,262144
65435000,1286,226,4,18,12,12,31,3f007,472,-160,472,160,04,31,31,21,262144
65455000,1286,227,4,19,12,13,04,001c0,-472,1104,472,1104,02,17,04,23,262144
65465000,1286,228,4,20,12,13,17,071ff,-1112,472,1112,472,0e,02,17,24,262144
65475000,1287,229,4,21,12,13,02,00038,1099,159,1099,159,38,0e,02,25,264192
65485000,1287,230,4,22,12,13,0e,00ff8,468,-785,468,785,19,38,0e,26,266256
65495000,1287,231,4,23,12,13,38,3fe00,468,-785,468,785,27,19,38,26,262144
65505000,1287,232,4,24,12,13,19,07e07,468,-785,468,785,27,27,19,26,262144
65515000,1287,233,4,25,12,13,27,381ff,468,-785,468,785,27,27,27,26,262144
65595000,1289,234,4,26,12,13,35,3f1c7,-480,792,480,792,0c,03,35,30,262144
65605000,1289,235,4,27,12,13,03,0003f,792,472,792,472,2e,0c,03,31,262144
65615000,1289,236,4,28,12,13,0c,00fc0,1108,-1116,1108,1116,3d,2e,0c,32,260096
65625000,1290,237,4,29,12,13,2e,38ff8,-798,-798,798,798,01,3d,2e,33,258064
65635000,1290,238,4,30,12,13,3d,3ffc7,-798,-798,798,798,24,01,3d,33,258064
65645000,1290,239,4,31,12,13,01,00007,-161,-798,161,798,24,24,01,34,258064
65655000,1290,240,4,32,12,13,24,381c0,464,472,464,472,22,24,24,35,262144
65675000,1291,241,4,33,12,13,22,38038,152,784,152,784,29,3f,22,37,262144
65685000,1291,242,4,34,12,13,3f,3ffff,1108,1117,1108,1117,2b,29,3f,38,258064
65695000,1291,243,4,35,12,13,29,38e07,156,-1115,156,1115,09,2b,29,39,260104
65705000,1291,244,4,36,12,13,2b,38e3f,1107,161,1107,161,03,09,2b,40,260112
65715000,1291,245,4,37,12,13,09,00e07,-473,470,473,470,19,03,09,41,262144
65725000,1292,246,4,38,12,13,03,0003f,472,-1112,472,1112,3e,19,03,42,262144
65735000,1292,247,4,39,12,13,19,07e07,472,472,472,472,07,3e,19,43,262144
65745000,1292,248,4,40,12,13,3e,3fff8,-472,472,472,472,3f,07,3e,44,262144
65755000,1292,249,4,41,12,13,07,001ff,1104,-472,1104,472,3e,3f,07,45,262144
65765000,1292,250,4,42,12,13,3f,3ffff,-160,-160,160,160,31,3e,3f,46,262144
65775000,1293,251,4,43,12,13,3e,3fff8,-160,-160,160,160,12,31,3e,46,262144
65785000,1293,252,4,44,12,13,31,3f007,472,1104,472,1104,12,12,31,47,262144
65795000,1293,253,4,45,12,13,12,07038,-160,1108,160,1108,0f,12,12,48,260096
65815000,1293,254,4,46,12,13,0f,00fff,153,-161,153,161,0f,0a,0f,50,258064
65825000,1294,255,4,47,12,13,0a,00e38,153,-483,153,483,13,0f,0a,51,258064
65835000,1294,256,4,48,12,13,0f,00fff,-172,789,172,789,33,13,0f,0,258064
65845000,1294,257,4,49,12,13,13,0703f,-172,789,172,789,2a,33,13,0,258064
65855000,1294,258,4,50,12,13,33,3f03f,-172,789,172,789,2a,2a,33,0,258064
65865000,1294,259,4,51,12,13,2a,38e38,-172,789,172,789,2a,2a,2a,0,258064
