"mcs","script","stimulus","result_dir","vivado_log","waveform_wdb","fcs_ok_cnt","axis_tlast_cnt","status","waveform_sha256"
"7","C:\Users\联想\Documents\Codex\2026-06-20\wifi-c-wifi\outputs\rx_algorithm_sim\provenance\rx_mcs0_7_20260713\sim\scripts\run_openwifi_rx_mac_joint_vivado.tcl","C:\Users\联想\Documents\Codex\2026-06-20\wifi-c-wifi\outputs\rx_algorithm_sim\provenance\rx_mcs0_7_20260713\stimuli\mcs7_rx_stimulus.txt","C:\Users\联想\Documents\Codex\2026-06-20\wifi-c-wifi\outputs\rx_algorithm_sim\provenance\rx_mcs0_7_20260713\rerun\mcs7_rx_joint_rerun_160us","C:\Users\联想\Documents\Codex\2026-06-20\wifi-c-wifi\outputs\rx_algorithm_sim\provenance\rx_mcs0_7_20260713\rerun\mcs7_rx_joint_rerun_160us.vivado.log","C:\Users\联想\Documents\Codex\2026-06-20\wifi-c-wifi\outputs\rx_algorithm_sim\provenance\rx_mcs0_7_20260713\rerun\mcs7_rx_joint_rerun_160us\openwifi_rx_mac_joint.wdb","1","1","PASS","F3C7E4B1A2A8D6F76BD363F8679DE37039F2F8BC7D1FE2CFA90FAC48F3F1CB9B"
